     0.010     0.093     0.037     0.036     0.048     0.059     0.152     0.040     0.080     0.038     0.032     0.034     0.045     0.083     0.000     0.214    -5.000    25.000     1.000    -1.000    -1.000    25.000    -5.000129254.000    -1.049
     0.165     0.093     0.296     0.250     0.095     0.206     0.303     0.400     0.340     0.192     0.065     0.241     0.136     0.333     0.222     0.143     1.000     1.000     1.000    -1.000    -1.000     1.000     1.000129255.000    -0.920
     0.097     0.349     0.741     0.464     0.095     0.824     0.152     0.360     0.300     0.154     0.161     0.241     0.045     0.667     0.556     0.714     5.000    25.000     1.000    -1.000    -1.000    25.000     5.000129256.000    -0.744
     0.301     0.628     0.926     0.536     0.508     0.676     0.485     0.720     0.720     0.115     0.323     0.655     0.455     0.750     0.556     0.714     1.000     1.000     1.000    -1.000    -1.000     1.000     1.000129257.000     0.252
     0.408     0.512     0.185     0.250     0.175     0.441     0.091     0.320     0.200     0.077     0.097     0.345     0.227     0.500     0.389     0.357     3.000     9.000     1.000    -1.000    -1.000     9.000     3.000129258.000    -0.877
     0.087     0.047     0.000     0.000     0.000     0.000     0.000     0.080     0.000     0.000     0.000     0.069     0.000     0.083     0.000     0.000    -7.000    49.000     1.000    -1.000    -1.000    49.000    -7.000129259.000    -1.072
     0.136     0.419     0.778     0.143     0.000     0.338     0.121     0.480     0.380     0.231     0.161     0.207     0.091     0.833     0.444     0.500    -6.000    36.000     1.000    -1.000    -1.000    36.000    -6.000129260.000    -0.264
     1.000     1.000     1.000     0.857     1.000     1.000     0.970     1.000     1.000     1.000     0.968     1.000     1.000     1.000     1.000     1.000     7.000    49.000     1.000    -1.000    -1.000    49.000     7.000129261.000     1.357
     0.175     0.233     0.444     0.357     0.111     0.265     0.242     0.240     0.300     0.077     0.161     0.172     0.227     0.250     0.389     0.286    -4.000    16.000    -1.000    -1.000    -1.000   -16.000     4.000129262.000    -0.462
     1.000     1.000     0.963     1.000     1.000     1.000     0.939     0.960     1.000     0.692     1.000     0.897     0.955     1.000     1.000     1.000     5.000    25.000     1.000    -1.000    -1.000    25.000     5.000129263.000     1.450
     0.592     0.279     0.704     0.429     0.603     0.603     0.576     1.000     0.700     0.308     0.484     0.586     0.591     1.000     0.611     0.571     3.000     9.000     1.000    -1.000    -1.000     9.000     3.000129264.000     0.225
     0.883     0.698     0.519     0.464     0.841     0.559     0.576     0.920     0.700     0.500     0.387     0.586     0.636     0.833     0.611     0.786     6.000    36.000     1.000    -1.000    -1.000    36.000     6.000129265.000     0.202
     0.330     0.186     0.481     0.321     0.222     0.338     0.485     0.480     0.360     0.154     0.194     0.414     0.273     0.583     0.500     0.286    -1.000     1.000    -1.000    -1.000    -1.000    -1.000     1.000129266.000    -0.339
     0.466     0.209     0.593     0.179     0.476     0.426     0.152     0.960     0.420     0.077     0.097     0.828     0.364     0.250     0.556     0.071     0.000     0.000    -1.000    -1.000    -1.000     0.000     0.000129267.000    -0.291
     0.942     0.605     0.963     0.714     0.778     0.765     0.333     1.000     0.960     1.000     0.839     0.897     0.682     0.750     0.944     0.786     6.000    36.000    -1.000    -1.000    -1.000   -36.000    -6.000129268.000     0.788
     0.913     0.767     0.926     0.643     0.810     0.941     0.879     0.960     0.940     0.423     0.806     0.586     0.545     0.917     0.833     0.929     1.000     1.000     1.000     1.000    -1.000     1.000     1.000129269.000     1.140
     1.000     1.000     1.000     1.000     1.000     1.000     1.000     0.920     1.000     1.000     1.000     0.793     1.000     1.000     1.000     1.000     2.000     4.000    -1.000    -1.000    -1.000    -4.000    -2.000129270.000     1.707
     0.029     0.093     0.259     0.071     0.000     0.059     0.152     0.160     0.100     0.077     0.097     0.000     0.000     0.917     0.278     0.143    -6.000    36.000    -1.000    -1.000    -1.000   -36.000     6.000129271.000    -0.829
     0.330     0.651     0.667     0.250     0.492     0.471     0.273     0.920     0.300     0.423     0.290     0.621     0.364     0.833     0.444     0.214     1.000     1.000    -1.000    -1.000    -1.000    -1.000    -1.000129272.000    -0.203
     0.117     0.628     0.889     0.393     0.175     0.544     0.242     0.840     0.520     0.000     0.258     0.414     0.455     0.583     0.500     0.286     2.000     4.000    -1.000    -1.000    -1.000    -4.000    -2.000129273.000    -0.315
     0.126     0.535     0.741     0.179     0.143     0.485     0.242     0.440     0.200     0.077     0.161     0.207     0.273     0.833     0.278     0.429     1.000     1.000     1.000    -1.000    -1.000     1.000     1.000129274.000    -0.681
     0.029     0.140     0.074     0.036     0.079     0.103     0.030     0.480     0.020     0.000     0.000     0.207     0.182     0.750     0.167     0.143     2.000     4.000     1.000    -1.000    -1.000     4.000     2.000129275.000    -1.372
     0.049     0.070     0.296     0.071     0.000     0.118     0.030     0.360     0.040     0.000     0.000     0.034     0.000     1.000     0.111     0.214    -7.000    49.000    -1.000    -1.000    -1.000   -49.000     7.000129276.000    -0.828
     0.000     0.000     0.148     0.036     0.016     0.015     0.000     0.240     0.000     0.000     0.000     0.138     0.000     0.417     0.000     0.000    -4.000    16.000    -1.000    -1.000    -1.000   -16.000     4.000129277.000    -1.197
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.034     0.000     0.250     0.000     0.000    -5.000    25.000     1.000    -1.000     1.000    25.000    -5.000129278.000    -1.230
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.080     0.000     0.000     0.000     0.103     0.000     0.250     0.000     0.000    -6.000    36.000     1.000    -1.000    -1.000    36.000    -6.000129279.000    -1.151
     0.010     0.116     0.074     0.036     0.048     0.118     0.000     0.240     0.040     0.000     0.032     0.207     0.091     0.500     0.167     0.071    -5.000    25.000     1.000    -1.000    -1.000    25.000    -5.000129280.000    -0.985
     0.049     0.000     0.185     0.000     0.000     0.000     0.000     0.280     0.000     0.000     0.000     0.103     0.000     0.167     0.222     0.071    -4.000    16.000    -1.000    -1.000    -1.000   -16.000     4.000129281.000    -1.158
     0.738     0.512     0.926     0.500     0.508     0.838     0.636     0.960     0.700     0.231     0.548     0.448     0.682     0.583     0.778     0.714     0.000     0.000    -1.000    -1.000    -1.000     0.000     0.000129282.000     0.658
     0.000     0.070     0.037     0.071     0.000     0.000     0.000     0.080     0.000     0.115     0.000     0.207     0.000     0.583     0.000     0.071    -7.000    49.000     1.000    -1.000    -1.000    49.000    -7.000129283.000    -0.987
     0.068     0.419     0.259     0.071     0.032     0.471     0.242     0.160     0.260     0.000     0.065     0.172     0.045     0.833     0.222     0.071     0.000     0.000    -1.000    -1.000    -1.000     0.000     0.000129284.000    -0.939
     0.068     0.186     0.296     0.107     0.079     0.118     0.061     0.440     0.080     0.038     0.161     0.241     0.091     0.667     0.389     0.286    -3.000     9.000    -1.000    -1.000    -1.000    -9.000     3.000129285.000    -0.826
     0.107     0.326     0.667     0.214     0.127     0.485     0.303     0.480     0.260     0.423     0.387     0.276     0.364     1.000     0.556     0.571     5.000    25.000     1.000    -1.000    -1.000    25.000     5.000129286.000    -0.696
     0.728     0.116     0.148     0.036     0.778     0.074     0.879     0.840     0.960     0.500     0.645     0.690     0.227     0.083     0.056     0.071    -1.000     1.000     1.000    -1.000    -1.000     1.000    -1.000129287.000     0.145
     0.078     1.000     0.667     0.536     0.079     1.000     0.636     0.480     0.620     0.000     0.645     0.621     0.682     0.833     1.000     1.000     7.000    49.000     1.000    -1.000    -1.000    49.000     7.000129288.000     0.071
     0.097     0.395     0.333     0.214     0.127     0.279     0.182     0.480     0.140     0.231     0.065     0.241     0.227     1.000     0.333     0.143     2.000     4.000    -1.000    -1.000    -1.000    -4.000    -2.000129289.000    -0.946
     0.291     0.000     0.741     0.393     0.333     0.500     0.333     0.600     0.440     0.038     0.194     0.379     0.227     0.000     0.333     0.714     0.000     0.000     1.000    -1.000     1.000     0.000     0.000129290.000    -0.337
     0.233     0.535     0.481     0.500     0.095     0.324     0.273     0.360     0.440     0.077     0.387     0.241     0.182     0.750     1.000     0.500    -2.000     4.000     1.000    -1.000    -1.000     4.000    -2.000129291.000    -0.156
     0.165     0.163     0.222     0.107     0.079     0.147     0.030     0.320     0.100     0.115     0.065     0.138     0.000     0.167     0.222     0.071     0.000     0.000    -1.000    -1.000    -1.000     0.000     0.000129292.000    -1.172
     0.379     0.302     0.519     0.500     0.365     0.603     0.485     0.480     0.620     0.192     0.258     0.345     0.364     0.083     0.500     0.357     1.000     1.000    -1.000    -1.000    -1.000    -1.000    -1.000129293.000    -0.145
     0.049     0.140     0.148     0.071     0.016     0.191     0.030     0.360     0.040     0.038     0.065     0.241     0.091     0.500     0.111     0.143     0.000     0.000    -1.000    -1.000    -1.000     0.000     0.000129294.000    -1.207
     0.058     0.093     0.148     0.071     0.048     0.147     0.030     0.360     0.100     0.038     0.000     0.241     0.091     0.667     0.278     0.143    -4.000    16.000    -1.000    -1.000    -1.000   -16.000     4.000129295.000    -0.914
     0.000     1.000     0.926     0.571     0.000     0.618     0.000     0.000     0.340     0.000     0.000     0.000     0.000     1.000     0.889     0.857     4.000    16.000     1.000    -1.000    -1.000    16.000     4.000129296.000    -0.747
     0.388     0.302     0.222     0.179     0.206     0.515     0.212     0.520     0.360     0.269     0.258     0.310     0.364     0.250     0.333     0.286     5.000    25.000     1.000    -1.000    -1.000    25.000     5.000129297.000    -0.834
     0.631     0.093     0.444     0.321     0.206     0.279     0.545     0.440     0.640     0.154     0.194     0.310     0.455     0.083     0.333     0.214     5.000    25.000    -1.000    -1.000    -1.000   -25.000    -5.000129298.000    -0.629
     0.398     0.279     0.778     0.464     0.238     0.632     0.545     0.680     0.660     0.231     0.452     0.448     0.409     0.000     0.611     0.429     4.000    16.000    -1.000    -1.000    -1.000   -16.000    -4.000129299.000    -0.148
     0.010     0.093     0.037     0.071     0.000     0.074     0.000     0.320     0.020     0.038     0.032     0.207     0.000     0.500     0.056     0.071    -6.000    36.000    -1.000    -1.000    -1.000   -36.000     6.000129300.000    -0.968
     0.049     0.047     0.074     0.107     0.063     0.221     0.000     0.240     0.060     0.115     0.000     0.138     0.045     0.000     0.111     0.143     4.000    16.000    -1.000    -1.000    -1.000   -16.000    -4.000129301.000    -1.543
     0.650     0.558     0.704     0.429     0.413     0.618     0.333     0.600     0.640     0.000     0.387     0.207     0.409     0.250     0.611     0.714     5.000    25.000     1.000    -1.000    -1.000    25.000     5.000129302.000    -0.248
     0.029     0.116     0.074     0.036     0.000     0.132     0.030     0.240     0.020     0.000     0.000     0.138     0.045     0.583     0.111     0.000    -5.000    25.000     1.000    -1.000    -1.000    25.000    -5.000129303.000    -1.041
     0.883     0.814     0.741     0.714     0.778     0.853     0.818     0.840     0.900     0.577     0.581     0.655     0.818     0.667     0.833     0.857     7.000    49.000     1.000    -1.000    -1.000    49.000     7.000129304.000     0.655
     0.951     0.860     0.778     0.821     0.968     0.912     0.939     0.960     0.980     0.885     0.742     0.828     0.818     0.833     0.778     0.857     6.000    36.000     1.000    -1.000    -1.000    36.000     6.000129305.000     1.052
     0.184     0.442     0.444     0.464     0.175     0.500     0.212     0.320     0.500     0.231     0.194     0.345     0.409     0.417     0.278     0.357     6.000    36.000    -1.000    -1.000    -1.000   -36.000    -6.000129306.000    -0.783
     0.000     0.070     0.037     0.071     0.000     0.029     0.000     0.120     0.000     0.000     0.032     0.207     0.000     0.417     0.111     0.000     0.000     0.000    -1.000    -1.000    -1.000     0.000     0.000129307.000    -1.420
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.200     0.000     0.000     0.000     0.069     0.000     0.333     0.000     0.000    -5.000    25.000     1.000    -1.000    -1.000    25.000    -5.000129308.000    -1.206
     0.136     0.186     0.815     0.607     0.111     0.515     0.636     0.400     0.580     0.000     0.484     0.448     0.364     0.417     0.444     0.429     1.000     1.000    -1.000    -1.000    -1.000    -1.000    -1.000129309.000    -0.128
     0.495     0.581     0.556     0.464     0.413     0.676     0.364     0.640     0.580     0.308     0.323     0.483     0.545     0.583     0.611     0.643     6.000    36.000    -1.000    -1.000    -1.000   -36.000    -6.000129310.000    -0.218
     0.214     0.605     0.519     0.214     0.190     0.485     0.212     0.560     0.260     0.231     0.290     0.414     0.318     0.833     0.500     0.429     2.000     4.000     1.000    -1.000    -1.000     4.000     2.000129311.000    -0.533
     0.990     0.744     1.000     1.000     0.984     0.971     0.970     1.000     1.000     1.000     0.903     0.897     0.773     0.750     0.778     0.857     7.000    49.000     1.000    -1.000    -1.000    49.000     7.000129312.000     1.175
     0.340     0.465     0.111     0.143     0.333     0.309     0.061     0.560     0.100     0.308     0.161     0.621     0.591     0.667     0.444     0.571     2.000     4.000     1.000    -1.000    -1.000     4.000     2.000129313.000    -0.649
     0.010     1.000     1.000     0.071     0.333     0.103     1.000     0.000     1.000     0.000     0.935     0.000     0.000     0.833     0.722     0.786    -2.000     4.000    -1.000    -1.000    -1.000    -4.000     2.000129314.000     0.256
     0.262     0.209     0.481     0.286     0.063     0.324     0.364     0.240     0.460     0.077     0.194     0.207     0.136     0.667     0.222     0.286     1.000     1.000    -1.000    -1.000    -1.000    -1.000    -1.000129315.000    -0.705
     0.583     0.558     0.889     0.321     0.460     0.662     0.242     0.360     0.460     0.231     0.452     0.448     0.318     1.000     0.556     0.786     5.000    25.000     1.000    -1.000    -1.000    25.000     5.000129316.000    -0.261
     0.777     0.791     1.000     0.536     0.778     0.882     0.758     0.800     0.920     0.808     0.774     0.690     0.636     1.000     0.944     0.929     3.000     9.000     1.000    -1.000    -1.000     9.000     3.000129317.000     0.967
     0.039     0.023     0.037     0.107     0.032     0.074     0.000     0.240     0.060     0.115     0.032     0.138     0.045     0.250     0.056     0.000     6.000    36.000    -1.000    -1.000    -1.000   -36.000    -6.000129318.000    -1.749
     0.010     0.000     0.000     0.000     0.000     0.000     0.000     0.160     0.000     0.077     0.000     0.103     0.000     0.167     0.000     0.000    -2.000     4.000     1.000    -1.000    -1.000     4.000    -2.000129319.000    -1.396
     1.000     0.814     0.815     0.464     1.000     0.588     0.909     1.000     0.800     0.500     0.774     0.862     0.727     0.833     0.611     0.643     0.000     0.000     1.000    -1.000    -1.000     0.000     0.000129320.000     1.066
     0.126     0.070     0.370     0.179     0.111     0.279     0.394     0.480     0.380     0.000     0.032     0.379     0.273     0.250     0.167     0.357     4.000    16.000     1.000    -1.000    -1.000    16.000     4.000129321.000    -1.018
     1.000     1.000     1.000     1.000     1.000     0.985     1.000     1.000     1.000     1.000     1.000     1.000     1.000     0.417     0.944     1.000     2.000     4.000    -1.000    -1.000    -1.000    -4.000    -2.000129322.000     1.723
     0.000     0.070     0.000     0.036     0.000     0.044     0.000     0.120     0.040     0.038     0.032     0.000     0.000     0.250     0.056     0.000    -3.000     9.000    -1.000    -1.000    -1.000    -9.000     3.000129323.000    -1.278
     0.146     0.791     0.815     0.214     0.079     0.515     0.091     0.440     0.180     0.192     0.355     0.276     0.273     0.333     0.167     0.429     5.000    25.000     1.000    -1.000    -1.000    25.000     5.000129324.000    -0.891
     0.544     0.791     0.852     0.464     0.492     0.588     0.606     0.640     0.600     0.346     0.516     0.448     0.455     0.833     0.556     0.857    -1.000     1.000     1.000    -1.000    -1.000     1.000    -1.000129325.000     0.453
     0.670     0.767     0.741     0.750     0.619     0.926     0.667     0.680     0.840     0.462     0.806     0.586     0.682     0.667     1.000     0.929     6.000    36.000     1.000    -1.000    -1.000    36.000     6.000129326.000     0.626
     0.476     0.674     0.926     0.786     0.222     0.838     0.848     0.640     0.980     0.500     0.290     0.414     0.409     0.833     0.778     0.786     5.000    25.000    -1.000    -1.000    -1.000   -25.000    -5.000129327.000     0.339
     0.146     0.163     0.370     0.214     0.111     0.353     0.182     0.440     0.240     0.231     0.129     0.241     0.227     0.500     0.278     0.429    -2.000     4.000     1.000    -1.000    -1.000     4.000    -2.000129328.000    -0.632
     0.369     0.302     0.444     0.464     0.143     0.574     0.485     0.520     0.380     0.115     0.097     0.483     0.182     0.667     0.500     0.214     4.000    16.000    -1.000    -1.000    -1.000   -16.000    -4.000129329.000    -0.587
     0.495     0.349     0.704     0.536     0.286     0.750     0.576     0.680     0.680     0.077     0.323     0.241     0.364     0.250     0.444     0.714     2.000     4.000     1.000    -1.000    -1.000     4.000     2.000129330.000    -0.023
     0.583     0.326     0.556     0.536     0.444     0.485     0.667     0.800     0.600     0.308     0.387     0.483     0.455     0.500     0.556     0.643    -6.000    36.000     1.000    -1.000    -1.000    36.000    -6.000129331.000     0.617
     0.573     0.535     0.889     0.607     0.524     0.838     0.848     0.600     0.860     0.269     0.710     0.655     0.727     0.417     0.722     0.714     2.000     4.000     1.000    -1.000    -1.000     4.000     2.000129332.000     0.686
     0.854     0.814     1.000     0.821     0.508     0.941     0.818     0.880     0.940     0.423     0.839     0.862     0.818     0.833     0.778     0.786     7.000    49.000    -1.000    -1.000    -1.000   -49.000    -7.000129333.000     0.805
     0.544     0.326     0.556     0.393     0.302     0.324     0.606     0.680     0.480     0.385     0.258     0.310     0.364     0.500     0.389     0.500     3.000     9.000     1.000    -1.000    -1.000     9.000     3.000129334.000    -0.337
     0.942     0.488     0.704     0.500     0.698     0.721     0.424     0.920     0.540     0.077     0.226     0.517     0.455     0.250     0.778     0.643     2.000     4.000    -1.000    -1.000    -1.000    -4.000    -2.000129335.000     0.231
     0.835     1.000     0.889     0.857     0.603     1.000     0.697     0.960     0.800     0.308     0.710     0.862     0.818     0.917     0.944     1.000     1.000     1.000     1.000    -1.000    -1.000     1.000     1.000129336.000     1.176
     0.291     0.581     0.481     0.393     0.175     0.647     0.576     0.480     0.600     0.346     0.419     0.690     0.409     0.917     0.611     0.786    -5.000    25.000     1.000    -1.000    -1.000    25.000    -5.000129337.000     0.482
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.083     0.000     0.000    -5.000    25.000     1.000    -1.000    -1.000    25.000    -5.000129338.000    -1.256
     0.194     0.209     0.630     0.393     0.111     0.441     0.273     0.520     0.460     0.231     0.226     0.276     0.000     0.417     0.389     0.286    -2.000     4.000    -1.000    -1.000    -1.000    -4.000     2.000129339.000    -0.380
     0.029     0.047     0.037     0.036     0.016     0.059     0.000     0.240     0.020     0.000     0.032     0.138     0.045     0.250     0.056     0.000    -1.000     1.000     1.000    -1.000    -1.000     1.000    -1.000129340.000    -1.361
     0.029     0.419     0.259     0.321     0.111     0.515     0.273     0.200     0.380     0.038     0.097     0.138     0.227     0.500     0.389     0.286     4.000    16.000    -1.000    -1.000    -1.000   -16.000    -4.000129341.000    -0.940
     0.340     0.209     0.111     0.107     0.206     0.206     0.091     0.520     0.140     0.000     0.032     0.448     0.227     0.583     0.333     0.286    -2.000     4.000     1.000    -1.000    -1.000     4.000    -2.000129342.000    -0.749
     0.136     0.256     0.111     0.071     0.048     0.191     0.242     0.440     0.120     0.115     0.194     0.276     0.182     0.500     0.333     0.286    -3.000     9.000    -1.000    -1.000    -1.000    -9.000     3.000129343.000    -0.719
     0.427     0.581     0.852     0.536     0.492     0.632     0.636     0.840     0.600     0.385     0.613     0.586     0.455     0.917     0.833     0.714     1.000     1.000    -1.000    -1.000    -1.000    -1.000    -1.000129344.000     0.454
     0.990     0.651     1.000     0.821     0.968     0.868     0.909     1.000     0.980     1.000     0.871     0.897     0.818     0.833     0.833     0.857     6.000    36.000    -1.000    -1.000    -1.000   -36.000    -6.000129345.000     1.140
     0.194     0.186     0.556     0.286     0.143     0.309     0.152     0.280     0.260     0.000     0.161     0.207     0.227     0.333     0.389     0.214     2.000     4.000    -1.000    -1.000    -1.000    -4.000    -2.000129346.000    -0.889
     0.136     0.163     0.815     0.571     0.143     0.471     0.485     0.440     0.640     0.231     0.452     0.310     0.136     0.583     0.556     0.429    -4.000    16.000    -1.000    -1.000    -1.000   -16.000     4.000129347.000     0.125
     0.126     0.442     0.259     0.250     0.111     0.426     0.152     0.440     0.140     0.077     0.129     0.241     0.182     0.583     0.333     0.357     4.000    16.000     1.000    -1.000    -1.000    16.000     4.000129348.000    -1.045
     0.311     0.000     0.556     0.143     0.286     0.176     0.242     0.360     0.380     0.346     0.387     0.379     0.318     0.583     0.222     0.286     1.000     1.000     1.000    -1.000    -1.000     1.000     1.000129349.000    -0.639
     0.252     0.186     0.852     0.393     0.000     0.441     0.667     0.280     0.860     0.154     0.226     0.345     0.273     0.083     0.444     0.429     4.000    16.000     1.000    -1.000    -1.000    16.000     4.000129350.000    -0.444
     0.000     0.093     0.963     0.429     0.063     1.000     0.848     0.840     0.700     0.423     0.387     0.586     0.455     0.417     0.611     0.714     6.000    36.000     1.000    -1.000    -1.000    36.000     6.000129351.000    -0.095
     0.252     0.279     0.370     0.179     0.048     0.279     0.152     0.440     0.140     0.269     0.032     0.310     0.182     0.750     0.389     0.071    -3.000     9.000    -1.000    -1.000    -1.000    -9.000     3.000129352.000    -0.650
     0.175     0.256     0.222     0.143     0.175     0.279     0.121     0.280     0.200     0.038     0.226     0.103     0.045     0.500     0.000     0.143     4.000    16.000     1.000    -1.000    -1.000    16.000     4.000129353.000    -1.272
     0.194     0.535     0.852     0.321     0.175     0.603     0.727     0.560     0.700     0.231     0.516     0.379     0.409     0.500     0.556     0.571    -1.000     1.000     1.000    -1.000    -1.000     1.000    -1.000129354.000     0.191
     0.049     0.209     0.111     0.036     0.079     0.132     0.000     0.360     0.120     0.077     0.032     0.207     0.045     0.250     0.222     0.143    -6.000    36.000     1.000    -1.000    -1.000    36.000    -6.000129355.000    -0.824
     0.825     0.930     1.000     0.893     0.873     0.926     0.970     0.960     0.960     0.269     1.000     0.793     0.818     1.000     1.000     0.929     4.000    16.000     1.000    -1.000    -1.000    16.000     4.000129356.000     1.260
     0.029     0.070     0.037     0.071     0.016     0.029     0.000     0.280     0.000     0.000     0.000     0.138     0.045     0.417     0.111     0.071    -4.000    16.000     1.000    -1.000    -1.000    16.000    -4.000129357.000    -1.144
     0.155     0.349     0.111     0.286     0.190     0.500     0.394     0.680     0.360     0.000     0.194     0.414     0.318     0.500     0.333     0.214     5.000    25.000    -1.000    -1.000    -1.000   -25.000    -5.000129358.000    -0.826
     0.553     0.163     0.704     0.464     0.397     0.662     0.667     0.560     0.860     0.154     0.548     0.552     0.409     0.083     0.444     0.500     2.000     4.000    -1.000    -1.000    -1.000    -4.000    -2.000129359.000     0.161
     0.369     0.488     0.481     0.286     0.286     0.544     0.333     0.520     0.420     0.154     0.097     0.310     0.227     0.667     0.278     0.357     0.000     0.000    -1.000    -1.000    -1.000     0.000     0.000129360.000    -0.399
     0.019     0.023     0.037     0.071     0.000     0.015     0.000     0.120     0.020     0.000     0.032     0.103     0.000     0.250     0.056     0.000    -1.000     1.000     1.000    -1.000    -1.000     1.000    -1.000129361.000    -1.407
     0.272     0.070     0.259     0.286     0.238     0.235     0.545     0.520     0.360     0.269     0.161     0.517     0.091     0.167     0.278     0.214     6.000    36.000    -1.000    -1.000    -1.000   -36.000    -6.000129362.000    -0.962
     0.282     0.140     0.333     0.143     0.254     0.235     0.212     0.480     0.300     0.269     0.226     0.207     0.227     0.917     0.222     0.286    -3.000     9.000     1.000    -1.000    -1.000     9.000    -3.000129363.000    -0.515
     0.136     0.093     0.407     0.071     0.063     0.279     0.273     0.280     0.220     0.038     0.097     0.379     0.182     0.333     0.278     0.143    -1.000     1.000     1.000    -1.000    -1.000     1.000    -1.000129364.000    -0.846
     0.058     0.093     0.148     0.036     0.032     0.132     0.030     0.360     0.060     0.000     0.032     0.207     0.136     0.417     0.167     0.286    -3.000     9.000     1.000    -1.000    -1.000     9.000    -3.000129365.000    -1.028
     0.718     0.465     0.852     0.607     0.667     0.765     0.758     0.760     0.780     0.654     0.742     0.655     0.500     0.667     0.778     0.643     4.000    16.000    -1.000    -1.000    -1.000   -16.000    -4.000129366.000     0.577
     0.000     0.000     0.037     0.036     0.000     0.000     0.000     0.240     0.000     0.000     0.000     0.103     0.000     0.417     0.056     0.000    -2.000     4.000    -1.000    -1.000    -1.000    -4.000     2.000129367.000    -1.348
     0.466     0.884     0.481     0.536     0.635     0.691     0.455     0.680     0.700     0.231     0.613     0.655     0.682     0.583     0.667     0.571     5.000    25.000    -1.000    -1.000    -1.000   -25.000    -5.000129368.000     0.190
     0.000     0.023     0.000     0.000     0.000     0.000     0.000     0.040     0.000     0.000     0.000     0.000     0.000     0.083     0.000     0.000    -2.000     4.000    -1.000    -1.000    -1.000    -4.000     2.000129369.000    -1.433
     0.107     0.512     0.481     0.357     0.032     0.441     0.212     0.400     0.400     0.154     0.161     0.448     0.182     0.500     0.556     0.357     0.000     0.000     1.000    -1.000    -1.000     0.000     0.000129370.000    -0.510
     0.155     0.023     0.148     0.000     0.000     0.088     0.000     0.360     0.040     0.000     0.000     0.172     0.136     0.750     0.222     0.000    -3.000     9.000     1.000    -1.000    -1.000     9.000    -3.000129371.000    -1.100
     0.165     0.349     0.815     0.500     0.222     0.309     0.182     0.400     0.280     0.231     0.161     0.138     0.182     0.500     0.500     0.357     6.000    36.000    -1.000    -1.000    -1.000   -36.000    -6.000129372.000    -0.930
     0.893     0.395     0.926     0.321     0.857     0.765     0.788     0.960     0.880     0.115     0.613     0.655     0.591     0.583     0.444     0.786     3.000     9.000     1.000    -1.000    -1.000     9.000     3.000129373.000     0.561
